System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,,,,,,,,,
Total Portfolio Value,2025-11-24,12543277.74,12487344.80,100.11,100.00,55932.94,0.11,49949379.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Zerodha Total Portfolio,2025-11-24,49863661.49,50000870.01,99.73,100.00,-137208.52,-0.27,50000870.01,0.00,0.00,0.00,-0.27,,,,,,,,,,,,
QAW NPSAR,2025-11-24,6267471.85,6243672.40,100.10,100.00,23799.45,0.10,24974689.60,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW SPSAR,2025-11-24,6230249.81,6243672.40,99.95,100.00,-13422.59,-0.05,24974689.60,0.00,0.00,0.00,-0.05,,,,,,,,,,,,
QAW NLONG,2025-11-24,74187.42,0.00,100.30,100.00,74187.42,0.30,24974689.44,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW SLONG,2025-11-24,-25455.36,0.00,99.90,100.00,-25455.36,-0.10,24974689.44,0.00,0.00,0.00,-0.10,,,,,,,,,,,,
QAW PSAR,2025-11-24,12497721.66,12487344.80,100.02,100.00,10376.86,0.02,49949379.20,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW LONG,2025-11-24,48732.06,0.00,100.10,100.00,48732.06,0.10,49949378.88,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW Total Portfolio Value,2025-11-24,12543277.74,12487344.80,100.11,100.00,55932.94,0.11,49949379.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
QAW Zerodha Total Portfolio,2025-11-24,49863661.49,50000870.01,99.73,100.00,-137208.52,-0.27,50000870.01,0.00,0.00,0.00,-0.27,,,,,,,,,,,,
NPSAR1,2025-11-25,348416.42,638.62,100.07,100.02,697.11,0.05,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
NPSAR10,2025-11-25,779762.36,3521.68,99.87,99.95,-2606.08,-0.08,3129473.75,778846.76,3121836.19,-1612.29,-0.13,,,,,,,,,,,,
NPSAR11,2025-11-25,788233.74,2408.59,100.17,99.98,5865.30,0.19,3129473.75,779959.85,3121836.19,-499.20,0.00,,,,,,,,,,,,
NPSAR12,2025-11-25,797254.82,2408.59,100.46,99.98,14886.38,0.48,3129473.75,779959.85,3121836.19,-499.20,0.00,,,,,,,,,,,,
NPSAR13,2025-11-25,777867.08,439.96,99.91,100.05,-4501.36,-0.14,3129473.75,781928.48,3121836.19,1469.43,-0.14,,,,,,,,,,,,
NPSAR2,2025-11-25,348416.42,638.62,100.07,100.02,697.11,0.05,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
NPSAR3,2025-11-25,352908.02,638.62,100.39,100.02,5188.71,0.37,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
NPSAR4,2025-11-25,355396.27,725.27,100.56,100.01,7676.96,0.55,1390877.23,346994.04,1387482.76,123.35,0.00,,,,,,,,,,,,
NPSAR5,2025-11-25,353904.21,-1256.91,100.60,100.15,6184.90,0.44,1390877.23,348976.22,1387482.76,2105.53,0.00,,,,,,,,,,,,
NPSAR6,2025-11-25,352580.55,-4065.99,100.70,100.35,4861.24,0.35,1390877.23,351785.30,1387482.76,4914.61,0.00,,,,,,,,,,,,
NPSAR7,2025-11-25,353904.21,-4931.53,100.87,100.42,6184.90,0.44,1390877.23,352650.84,1387482.76,5780.15,0.00,,,,,,,,,,,,
NPSAR8,2025-11-25,353904.21,-5194.70,100.89,100.44,6184.90,0.44,1390877.23,352914.01,1387482.76,6043.32,0.00,,,,,,,,,,,,
NPSAR9,2025-11-25,353904.21,-4495.13,100.84,100.39,6184.90,0.44,1390877.23,352214.44,1387482.76,5343.75,0.00,,,,,,,,,,,,
SPSAR1,2025-11-25,336013.31,4412.62,98.90,99.74,-11706.00,-0.84,1390877.23,343306.69,1387482.76,-3564.00,-1.10,,,,,,,,,,,,
SPSAR10,2025-11-25,777617.54,6718.77,99.70,99.85,-4750.90,-0.15,3129473.75,775649.67,3121836.19,-4809.38,-0.30,,,,,,,,,,,,
SPSAR11,2025-11-25,796923.65,8537.47,100.25,99.79,14555.21,0.47,3129473.75,773830.97,3121836.19,-6628.08,0.00,,,,,,,,,,,,
SPSAR12,2025-11-25,793804.60,6657.99,100.21,99.85,11436.16,0.37,3129473.75,775710.45,3121836.19,-4748.60,0.00,,,,,,,,,,,,
SPSAR13,2025-11-25,771764.33,3658.75,99.60,99.94,-10604.11,-0.34,3129473.75,778709.69,3121836.19,-1749.36,-0.40,,,,,,,,,,,,
SPSAR2,2025-11-25,336013.31,4412.62,98.90,99.74,-11706.00,-0.84,1390877.23,343306.69,1387482.76,-3564.00,-1.10,,,,,,,,,,,,
SPSAR3,2025-11-25,347539.71,4412.62,99.73,99.74,-179.60,-0.01,1390877.23,343306.69,1387482.76,-3564.00,-0.27,,,,,,,,,,,,
SPSAR4,2025-11-25,360185.31,5533.60,100.55,99.66,12466.00,0.90,1390877.23,342185.71,1387482.76,-4684.98,0.00,,,,,,,,,,,,
SPSAR5,2025-11-25,359611.31,6380.35,100.45,99.60,11892.00,0.85,1390877.23,341338.96,1387482.76,-5531.73,0.00,,,,,,,,,,,,
SPSAR6,2025-11-25,358023.31,-2615.66,100.99,100.25,10304.00,0.74,1390877.23,350334.97,1387482.76,3464.28,0.00,,,,,,,,,,,,
SPSAR7,2025-11-25,358023.31,-6320.64,101.26,100.52,10304.00,0.74,1390877.23,354039.95,1387482.76,7169.26,0.00,,,,,,,,,,,,
SPSAR8,2025-11-25,358023.31,-6545.38,101.27,100.53,10304.00,0.74,1390877.23,354264.69,1387482.76,7394.00,0.00,,,,,,,,,,,,
SPSAR9,2025-11-25,358023.31,-6545.38,101.27,100.53,10304.00,0.74,1390877.23,354264.69,1387482.76,7394.00,0.00,,,,,,,,,,,,
DMA1,2025-11-25,219821.25,217957.03,100.01,100.00,1864.22,0.01,20809535.00,0.00,20981019.00,0.00,0.00,,,,,,,,,,,,
NLONG1,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG10,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
NLONG11,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG12,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
NLONG13,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG14,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG15,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG16,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG17,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG18,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG19,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG2,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
NLONG20,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG21,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG22,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG23,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG24,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG3,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG4,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
NLONG5,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG6,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
NLONG7,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
NLONG8,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
NLONG9,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
SLONG1,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
SLONG10,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
SLONG11,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
SLONG12,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
SLONG13,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG14,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
SLONG15,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG16,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG17,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG18,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
SLONG19,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG2,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
SLONG20,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG21,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG22,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
SLONG23,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG24,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
SLONG3,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
SLONG4,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
SLONG5,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
SLONG6,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
SLONG7,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
SLONG8,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
SLONG9,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
QAW NPSAR1,2025-11-25,348416.42,638.62,100.07,100.02,697.11,0.05,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
QAW NPSAR10,2025-11-25,779762.36,3521.68,99.87,99.95,-2606.08,-0.08,3129473.75,778846.76,3121836.19,-1612.29,-0.13,,,,,,,,,,,,
QAW NPSAR11,2025-11-25,788233.74,2408.59,100.17,99.98,5865.30,0.19,3129473.75,779959.85,3121836.19,-499.20,0.00,,,,,,,,,,,,
QAW NPSAR12,2025-11-25,797254.82,2408.59,100.46,99.98,14886.38,0.48,3129473.75,779959.85,3121836.19,-499.20,0.00,,,,,,,,,,,,
QAW NPSAR13,2025-11-25,777867.08,439.96,99.91,100.05,-4501.36,-0.14,3129473.75,781928.48,3121836.19,1469.43,-0.14,,,,,,,,,,,,
QAW NPSAR2,2025-11-25,348416.42,638.62,100.07,100.02,697.11,0.05,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
QAW NPSAR3,2025-11-25,352908.02,638.62,100.39,100.02,5188.71,0.37,1390877.23,347080.69,1387482.76,210.00,0.00,,,,,,,,,,,,
QAW NPSAR4,2025-11-25,355396.27,725.27,100.56,100.01,7676.96,0.55,1390877.23,346994.04,1387482.76,123.35,0.00,,,,,,,,,,,,
QAW NPSAR5,2025-11-25,353904.21,-1256.91,100.60,100.15,6184.90,0.44,1390877.23,348976.22,1387482.76,2105.53,0.00,,,,,,,,,,,,
QAW NPSAR6,2025-11-25,352580.55,-4065.99,100.70,100.35,4861.24,0.35,1390877.23,351785.30,1387482.76,4914.61,0.00,,,,,,,,,,,,
QAW NPSAR7,2025-11-25,353904.21,-4931.53,100.87,100.42,6184.90,0.44,1390877.23,352650.84,1387482.76,5780.15,0.00,,,,,,,,,,,,
QAW NPSAR8,2025-11-25,353904.21,-5194.70,100.89,100.44,6184.90,0.44,1390877.23,352914.01,1387482.76,6043.32,0.00,,,,,,,,,,,,
QAW NPSAR9,2025-11-25,353904.21,-4495.13,100.84,100.39,6184.90,0.44,1390877.23,352214.44,1387482.76,5343.75,0.00,,,,,,,,,,,,
QAW SPSAR1,2025-11-25,336013.31,4412.62,98.90,99.74,-11706.00,-0.84,1390877.23,343306.69,1387482.76,-3564.00,-1.10,,,,,,,,,,,,
QAW SPSAR10,2025-11-25,777617.54,6718.77,99.70,99.85,-4750.90,-0.15,3129473.75,775649.67,3121836.19,-4809.38,-0.30,,,,,,,,,,,,
QAW SPSAR11,2025-11-25,796923.65,8537.47,100.25,99.79,14555.21,0.47,3129473.75,773830.97,3121836.19,-6628.08,0.00,,,,,,,,,,,,
QAW SPSAR12,2025-11-25,793804.60,6657.99,100.21,99.85,11436.16,0.37,3129473.75,775710.45,3121836.19,-4748.60,0.00,,,,,,,,,,,,
QAW SPSAR13,2025-11-25,771764.33,3658.75,99.60,99.94,-10604.11,-0.34,3129473.75,778709.69,3121836.19,-1749.36,-0.40,,,,,,,,,,,,
QAW SPSAR2,2025-11-25,336013.31,4412.62,98.90,99.74,-11706.00,-0.84,1390877.23,343306.69,1387482.76,-3564.00,-1.10,,,,,,,,,,,,
QAW SPSAR3,2025-11-25,347539.71,4412.62,99.73,99.74,-179.60,-0.01,1390877.23,343306.69,1387482.76,-3564.00,-0.27,,,,,,,,,,,,
QAW SPSAR4,2025-11-25,360185.31,5533.60,100.55,99.66,12466.00,0.90,1390877.23,342185.71,1387482.76,-4684.98,0.00,,,,,,,,,,,,
QAW SPSAR5,2025-11-25,359611.31,6380.35,100.45,99.60,11892.00,0.85,1390877.23,341338.96,1387482.76,-5531.73,0.00,,,,,,,,,,,,
QAW SPSAR6,2025-11-25,358023.31,-2615.66,100.99,100.25,10304.00,0.74,1390877.23,350334.97,1387482.76,3464.28,0.00,,,,,,,,,,,,
QAW SPSAR7,2025-11-25,358023.31,-6320.64,101.26,100.52,10304.00,0.74,1390877.23,354039.95,1387482.76,7169.26,0.00,,,,,,,,,,,,
QAW SPSAR8,2025-11-25,358023.31,-6545.38,101.27,100.53,10304.00,0.74,1390877.23,354264.69,1387482.76,7394.00,0.00,,,,,,,,,,,,
QAW SPSAR9,2025-11-25,358023.31,-6545.38,101.27,100.53,10304.00,0.74,1390877.23,354264.69,1387482.76,7394.00,0.00,,,,,,,,,,,,
QAW DMA1,2025-11-25,219821.25,217957.03,100.01,100.00,1864.22,0.01,20809535.00,0.00,20981019.00,0.00,0.00,,,,,,,,,,,,
QAW NLONG1,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG10,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
QAW NLONG11,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG12,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
QAW NLONG13,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG14,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG15,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG16,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG17,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG18,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG19,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG2,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
QAW NLONG20,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG21,2025-11-25,5164.77,-4722.88,100.95,100.45,5164.77,0.50,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG22,2025-11-25,1466.59,-4722.88,100.59,100.45,1466.59,0.14,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG23,2025-11-25,17075.49,-4722.88,102.09,100.45,17075.49,1.64,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG24,2025-11-25,10819.73,-4722.88,101.49,100.45,10819.73,1.04,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG3,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG4,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
QAW NLONG5,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG6,2025-11-25,-1299.45,1804.07,99.71,99.83,-1299.45,-0.12,1043157.92,-1804.07,1040612.06,-1804.07,-0.29,,,,,,,,,,,,
QAW NLONG7,2025-11-25,6435.67,-4722.88,101.07,100.45,6435.67,0.62,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW NLONG8,2025-11-25,1339.98,1804.07,99.96,99.83,1339.98,0.13,1043157.92,-1804.07,1040612.06,-1804.07,-0.04,,,,,,,,,,,,
QAW NLONG9,2025-11-25,4750.61,-4722.88,100.91,100.45,4750.61,0.46,1043157.92,4722.88,1040612.06,4722.88,0.00,,,,,,,,,,,,
QAW SLONG1,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
QAW SLONG10,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
QAW SLONG11,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
QAW SLONG12,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
QAW SLONG13,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG14,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
QAW SLONG15,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG16,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG17,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG18,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
QAW SLONG19,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG2,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
QAW SLONG20,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG21,2025-11-25,3593.78,991.54,100.24,99.90,3593.78,0.34,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG22,2025-11-25,396.56,991.54,99.94,99.90,396.56,0.04,1043157.92,-991.54,1040612.06,-991.54,-0.06,,,,,,,,,,,,
QAW SLONG23,2025-11-25,3927.81,991.54,100.28,99.90,3927.81,0.38,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG24,2025-11-25,1786.36,991.54,100.07,99.90,1786.36,0.17,1043157.92,-991.54,1040612.06,-991.54,0.00,,,,,,,,,,,,
QAW SLONG3,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
QAW SLONG4,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
QAW SLONG5,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
QAW SLONG6,2025-11-25,-72.95,1267.94,99.87,99.88,-72.95,-0.01,1043157.92,-1267.94,1040612.06,-1267.94,-0.13,,,,,,,,,,,,
QAW SLONG7,2025-11-25,-313.16,991.54,99.87,99.90,-313.16,-0.03,1043157.92,-991.54,1040612.06,-991.54,-0.13,,,,,,,,,,,,
QAW SLONG8,2025-11-25,1165.74,1267.94,99.99,99.88,1165.74,0.11,1043157.92,-1267.94,1040612.06,-1267.94,-0.01,,,,,,,,,,,,
QAW SLONG9,2025-11-25,-647.19,991.54,99.84,99.90,-647.19,-0.06,1043157.92,-991.54,1040612.06,-991.54,-0.16,,,,,,,,,,,,
Gold Stock Holdings,2025-11-25,14179193.00,0.00,101.28,100.08,168571.50,1.20,14010621.50,14010621.50,13999804.94,10816.56,0.00,,,,,,,,,,,,
Low Vol Stock Holdings,2025-11-25,6957683.60,0.00,99.28,99.45,-12121.40,-0.17,6969805.00,6969805.00,7008219.14,-38414.14,-0.72,,,,,,,,,,,,
QAW Liquidcase Stock Holdings,2025-11-25,10010157.30,0.00,100.09,100.06,2692.35,0.03,10007464.95,10007464.95,10001182.80,6282.15,0.00,,,,,,,,,,,,
QAW Momentum Stock Holdings,2025-11-25,13822542.67,0.00,98.73,98.84,-15499.02,-0.11,13838041.69,13838041.69,14000831.76,-162790.07,-1.27,,,,,,,,,,,,
Debt Stock Holdings,2025-11-25,10010157.30,0.00,100.09,100.06,2692.35,0.03,10007464.95,10007464.95,10001182.80,6282.15,0.00,,,,,,,,,,,,
Equity Stock Holdings,2025-11-25,34959419.27,0.00,99.86,99.46,140951.08,0.40,34818468.19,34818468.19,35008855.84,-190387.65,-0.14,,,,,,,,,,,,
Stock Holdings,2025-11-25,44969576.57,0.00,99.91,99.59,143643.43,0.32,44825933.14,44825933.14,45010038.64,-184105.50,-0.09,,,,,,,,,,,,
Miscellaneous P&L,2025-11-25,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Total Tax,2025-11-25,-4604.30,3175.98,100.00,100.00,-4604.30,0.00,0.00,-3175.98,0.00,0.00,0.00,,,,,,,,,,,,
Equity Holdings Tax,2025-11-25,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
Equity Intraday Tax,2025-11-25,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,
