System Tag,Date,Portfolio Value,Cash In/Out,NAV,Prev NAV,PnL,Daily P/L %,Exposure Value,Prev Portfolio Value,Prev Exposure Value,Prev Pnl,Drawdown %,,,,
NLONG13,2025-12-01,-2302.86,867.47,95.49,95.68,-2302.86,-0.20,1158547.73,-867.47,1162832.23,-867.47,-4.99,,,,
NLONG14,2025-12-01,-2302.86,866.13,95.35,95.54,-2302.86,-0.20,1158547.73,-866.13,1162832.23,-866.13,-5.12,,,,
NLONG15,2025-12-01,-2302.86,210.84,96.38,96.57,-2302.86,-0.20,1158547.73,-210.84,1162832.23,-210.84,-5.44,,,,
NLONG16,2025-12-01,-2302.86,690.78,99.00,99.20,-2302.86,-0.20,1158547.73,-690.78,1162832.23,-690.78,-2.91,,,,
NLONG17,2025-12-01,-2302.86,867.47,95.92,96.11,-2302.86,-0.20,1158547.73,-867.47,1162832.23,-867.47,-4.56,,,,
NLONG18,2025-12-01,-2302.86,866.13,95.72,95.91,-2302.86,-0.20,1158547.73,-866.13,1162832.23,-866.13,-4.76,,,,
NLONG19,2025-12-01,-2302.86,105.42,98.54,98.74,-2302.86,-0.20,1158547.73,-105.42,1162832.23,-105.42,-3.32,,,,
NLONG2,2025-12-01,-2867.88,0.00,99.84,100.09,-2867.88,-0.25,1158547.73,0.00,1162832.23,0.00,-1.91,,,,
NLONG20,2025-12-01,-2302.86,657.59,100.17,100.37,-2302.86,-0.20,1158547.73,-657.59,1162832.23,-657.59,-1.90,,,,
NLONG21,2025-12-01,-2302.86,0.00,95.86,96.05,-2302.86,-0.20,1158547.73,0.00,1162832.23,0.00,-4.40,,,,
NLONG22,2025-12-01,-2302.86,1471.87,94.86,95.05,-2302.86,-0.20,1158547.73,-1471.87,1162832.23,-1471.87,-5.41,,,,
NLONG23,2025-12-01,-2302.86,0.00,97.07,97.26,-2302.86,-0.20,1158547.73,0.00,1162832.23,0.00,-3.34,,,,
NLONG24,2025-12-01,-2302.86,690.78,97.14,97.33,-2302.86,-0.20,1158547.73,-690.78,1162832.23,-690.78,-2.86,,,,
NLONG3,2025-12-01,-2134.85,0.00,97.18,97.36,-2134.85,-0.18,1158547.73,0.00,1162832.23,0.00,-3.88,,,,
NLONG4,2025-12-01,-2867.88,0.00,95.26,95.50,-2867.88,-0.25,1158547.73,0.00,1162832.23,0.00,-4.74,,,,
NLONG5,2025-12-01,-2134.85,0.00,104.41,104.60,-2134.85,-0.18,1158547.73,0.00,1162832.23,0.00,-1.00,,,,
NLONG6,2025-12-01,-2867.88,0.00,99.64,99.89,-2867.88,-0.25,1158547.73,0.00,1162832.23,0.00,-2.17,,,,
NLONG7,2025-12-01,-2134.85,0.00,98.00,98.18,-2134.85,-0.18,1158547.73,0.00,1162832.23,0.00,-4.60,,,,
NLONG8,2025-12-01,-2867.88,0.00,96.05,96.29,-2867.88,-0.25,1158547.73,0.00,1162832.23,0.00,-5.23,,,,
NLONG9,2025-12-01,-2134.85,0.00,102.40,102.59,-2134.85,-0.18,1158547.73,0.00,1162832.23,0.00,-1.53,,,,
SLONG1,2025-12-01,-1079.29,0.00,99.64,99.73,-1079.29,-0.09,1158547.73,0.00,1162832.23,0.00,-2.40,,,,
SLONG10,2025-12-01,-1688.78,0.00,100.06,100.21,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-2.94,,,,
SLONG11,2025-12-01,-806.48,0.00,104.26,104.33,-806.48,-0.07,1158547.73,0.00,1162832.23,0.00,-1.92,,,,
SLONG12,2025-12-01,-1688.78,0.00,99.81,99.96,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-4.17,,,,
SLONG13,2025-12-01,0.00,191.45,100.88,100.88,0.00,0.00,1158547.73,-191.45,1162832.23,-191.45,-1.64,,,,
SLONG14,2025-12-01,-1688.78,790.22,99.31,99.45,-1688.78,-0.15,1158547.73,-790.22,1162832.23,-790.22,-2.59,,,,
SLONG15,2025-12-01,0.00,0.00,103.15,103.15,0.00,0.00,1158547.73,0.00,1162832.23,0.00,-2.40,,,,
SLONG16,2025-12-01,-1688.78,0.00,102.80,102.95,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-2.95,,,,
SLONG17,2025-12-01,0.00,191.45,100.49,100.49,0.00,0.00,1158547.73,-191.45,1162832.23,-191.45,-0.96,,,,
SLONG18,2025-12-01,-1688.78,790.22,99.15,99.29,-1688.78,-0.15,1158547.73,-790.22,1162832.23,-790.22,-2.10,,,,
SLONG19,2025-12-01,0.00,0.00,104.98,104.98,0.00,0.00,1158547.73,0.00,1162832.23,0.00,-2.02,,,,
SLONG2,2025-12-01,-1688.78,0.00,99.88,100.03,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-3.02,,,,
SLONG20,2025-12-01,-1688.78,0.00,103.13,103.28,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-2.55,,,,
SLONG21,2025-12-01,0.00,0.00,99.83,99.83,0.00,0.00,1158547.73,0.00,1162832.23,0.00,-0.64,,,,
SLONG22,2025-12-01,-1688.78,790.22,97.79,97.93,-1688.78,-0.15,1158547.73,-790.22,1162832.23,-790.22,-2.40,,,,
SLONG23,2025-12-01,0.00,0.00,100.09,100.09,0.00,0.00,1158547.73,0.00,1162832.23,0.00,-1.02,,,,
SLONG24,2025-12-01,-1688.78,0.00,98.46,98.60,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-3.05,,,,
SLONG3,2025-12-01,-1079.29,0.00,103.22,103.32,-1079.29,-0.09,1158547.73,0.00,1162832.23,0.00,-4.04,,,,
SLONG4,2025-12-01,-1688.78,0.00,99.82,99.97,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-4.11,,,,
SLONG5,2025-12-01,-1079.29,0.00,99.54,99.63,-1079.29,-0.09,1158547.73,0.00,1162832.23,0.00,-2.79,,,,
SLONG6,2025-12-01,-1688.78,0.00,100.36,100.51,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-2.42,,,,
SLONG7,2025-12-01,-1079.29,0.00,105.15,105.25,-1079.29,-0.09,1158547.73,0.00,1162832.23,0.00,-2.95,,,,
SLONG8,2025-12-01,-1688.78,0.00,99.33,99.47,-1688.78,-0.15,1158547.73,0.00,1162832.23,0.00,-4.48,,,,
SLONG9,2025-12-01,-1079.29,0.00,100.22,100.31,-1079.29,-0.09,1158547.73,0.00,1162832.23,0.00,-3.10,,,,
Large Cap Stock Holdings,2025-12-01,18757602.00,0.00,99.54,99.73,-35716.40,-0.19,18793318.40,18793318.40,18781626.40,11692.00,-4.44,,,,
Liquidbees Stock Holdings,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-12-01,5695298.88,0.00,102.38,102.37,510.24,0.01,5694788.64,5694788.64,5692747.68,2040.96,0.00,,,,
Small Cap Stock Holdings,2025-12-01,26875412.00,0.00,97.94,97.84,27482.00,0.10,26847930.00,26847930.00,27130098.00,-282168.00,-6.37,,,,
Debt Stock Holdings,2025-12-01,5695298.88,0.00,102.37,102.36,510.24,0.01,5694788.64,5694788.64,5692747.68,2040.96,0.00,,,,
Equity Stock Holdings,2025-12-01,45633014.00,0.00,98.48,98.50,-8234.40,-0.02,45641248.40,45641248.40,45911724.40,-270476.00,-5.70,,,,
Stock Holdings,2025-12-01,51328312.88,0.00,98.74,98.76,-7724.16,-0.02,51336037.04,51336037.04,51604472.08,-268435.04,-5.11,,,,
Miscellaneous P&L,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-12-01,-1670.48,1121.70,100.00,100.00,-1670.48,0.00,0.00,-1121.70,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-12-01,-1670.48,1121.70,100.00,100.00,-1670.48,0.00,0.00,-1121.70,0.00,0.00,0.00,,,,
MCX Tax,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-12-01,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-12-01,3456295.56,-27976.70,106.65,106.72,-19347.65,-0.07,27805145.64,3503619.92,27907973.58,15123.22,-0.21,,,,
SPSAR,2025-12-01,3441904.41,-20047.81,105.92,106.05,-33738.80,-0.12,27805145.64,3495691.03,27907973.58,7194.33,-0.23,,,,
NLONG,2025-12-01,-57650.70,7294.48,97.92,98.12,-57650.70,-0.21,27805145.52,-7294.48,27907973.52,-7294.48,-2.80,,,,
SLONG,2025-12-01,-26468.29,2753.56,100.93,101.02,-26468.29,-0.10,27805145.52,-2753.56,27907973.52,-2753.56,-1.07,,,,
PSAR,2025-12-01,6898199.96,-48024.52,106.29,106.39,-53086.45,-0.10,55610291.28,6999310.95,55815947.16,22317.55,-0.13,,,,
LONG,2025-12-01,-84118.99,10048.04,98.44,98.58,-84118.99,-0.15,55610291.04,-10048.04,55815947.04,-10048.04,-2.07,,,,
Total Portfolio Value,2025-12-01,6812410.49,-36854.78,104.24,104.50,-138875.92,-0.25,55610291.00,6988141.20,55815947.00,11147.81,-0.37,,,,
Zerodha Total Portfolio,2025-12-01,55426349.51,0.00,103.01,103.28,-146600.08,-0.26,55572949.59,55572949.59,55830236.82,-257287.23,-1.84,,,,
NPSAR1,2025-12-02,193810.04,-1091.87,103.25,103.16,1323.12,0.09,1539895.37,193578.79,1544730.32,487.50,-1.11,,,,
NPSAR10,2025-12-02,440581.74,8153.60,108.38,108.15,7486.17,0.22,3464764.56,424941.97,3475643.19,-9513.43,-0.30,,,,
NPSAR11,2025-12-02,437709.29,1596.86,108.06,107.92,4613.72,0.13,3464764.56,431498.71,3475643.19,-2956.69,-0.31,,,,
NPSAR12,2025-12-02,437709.29,2862.46,108.50,108.36,4613.72,0.13,3464764.56,430233.11,3475643.19,-4222.29,0.00,,,,
NPSAR13,2025-12-02,437709.29,1596.86,107.37,107.23,4613.72,0.13,3464764.56,431498.71,3475643.19,-2956.69,0.00,,,,
NPSAR2,2025-12-02,183297.76,-630.62,104.65,105.28,-9189.16,-0.60,1539895.37,193117.54,1544730.32,26.25,-0.83,,,,
NPSAR3,2025-12-02,191238.23,-930.62,104.98,105.07,-1248.69,-0.08,1539895.37,193417.54,1544730.32,326.25,-0.61,,,,
NPSAR4,2025-12-02,193532.45,-930.62,106.84,106.77,1045.53,0.07,1539895.37,193417.54,1544730.32,326.25,-0.45,,,,
NPSAR5,2025-12-02,195388.75,-930.62,106.03,105.83,2901.83,0.19,1539895.37,193417.54,1544730.32,326.25,-0.24,,,,
NPSAR6,2025-12-02,198243.73,488.83,105.53,105.14,5756.81,0.37,1539895.37,191998.09,1544730.32,-1093.20,-0.14,,,,
NPSAR7,2025-12-02,198243.73,346.51,104.97,104.58,5756.81,0.37,1539895.37,192140.41,1544730.32,-950.88,-0.12,,,,
NPSAR8,2025-12-02,198243.73,-704.43,105.14,104.75,5756.81,0.37,1539895.37,193191.35,1544730.32,100.06,-0.28,,,,
NPSAR9,2025-12-02,196230.00,-1357.34,107.99,107.73,3743.08,0.24,1539895.37,193844.26,1544730.32,752.97,0.00,,,,
SPSAR1,2025-12-02,189663.92,-416.37,104.57,104.76,-2823.00,-0.18,1539895.37,192903.29,1544730.32,-188.00,-0.23,,,,
SPSAR10,2025-12-02,442005.57,7259.08,108.00,107.72,8910.00,0.26,3464764.56,425836.49,3475643.19,-8618.91,-0.43,,,,
SPSAR11,2025-12-02,442005.57,3481.33,104.75,104.48,8910.00,0.26,3464764.56,429614.24,3475643.19,-4841.16,-0.26,,,,
SPSAR12,2025-12-02,442005.57,2941.22,107.90,107.62,8910.00,0.26,3464764.56,430154.35,3475643.19,-4301.05,0.00,,,,
SPSAR13,2025-12-02,443889.57,8947.69,108.13,107.79,10794.00,0.31,3464764.56,424147.88,3475643.19,-10307.52,-0.29,,,,
SPSAR2,2025-12-02,187431.59,-416.37,103.69,104.03,-5055.33,-0.33,1539895.37,192903.29,1544730.32,-188.00,-1.42,,,,
SPSAR3,2025-12-02,190236.51,-416.37,104.60,104.75,-2250.41,-0.15,1539895.37,192903.29,1544730.32,-188.00,-0.82,,,,
SPSAR4,2025-12-02,190458.43,-416.37,108.40,108.54,-2028.49,-0.13,1539895.37,192903.29,1544730.32,-188.00,-0.32,,,,
SPSAR5,2025-12-02,194384.36,-416.37,105.77,105.64,1897.44,0.12,1539895.37,192903.29,1544730.32,-188.00,0.00,,,,
SPSAR6,2025-12-02,194384.36,-416.37,105.99,105.86,1897.44,0.12,1539895.37,192903.29,1544730.32,-188.00,0.00,,,,
SPSAR7,2025-12-02,198338.92,1191.51,104.31,103.92,5852.00,0.38,1539895.37,191295.41,1544730.32,-1795.88,0.00,,,,
SPSAR8,2025-12-02,197883.92,1028.76,102.91,102.55,5397.00,0.35,1539895.37,191458.16,1544730.32,-1633.13,-0.25,,,,
SPSAR9,2025-12-02,197883.92,508.78,104.95,104.58,5397.00,0.35,1539895.37,191978.14,1544730.32,-1113.15,0.00,,,,
NLONG1,2025-12-02,3202.25,2134.85,103.08,102.79,3202.25,0.28,1154921.52,-2134.85,1158547.73,-2134.85,-0.64,,,,
NLONG10,2025-12-02,825.61,2867.88,98.62,98.55,825.61,0.07,1154921.52,-2867.88,1158547.73,-2867.88,-4.29,,,,
NLONG11,2025-12-02,4435.41,2134.85,97.84,97.47,4435.41,0.38,1154921.52,-2134.85,1158547.73,-2134.85,-3.36,,,,
NLONG12,2025-12-02,2339.04,2867.88,97.32,97.12,2339.04,0.20,1154921.52,-2867.88,1158547.73,-2867.88,-4.05,,,,
NLONG13,2025-12-02,2134.83,2302.86,95.67,95.49,2134.83,0.18,1154921.52,-2302.86,1158547.73,-2302.86,-4.81,,,,
NLONG14,2025-12-02,550.41,2302.86,95.40,95.35,550.41,0.05,1154921.52,-2302.86,1158547.73,-2302.86,-5.07,,,,
NLONG15,2025-12-02,2956.94,2302.86,96.63,96.38,2956.94,0.26,1154921.52,-2302.86,1158547.73,-2302.86,-5.19,,,,
NLONG16,2025-12-02,1559.36,2302.86,99.13,99.00,1559.36,0.14,1154921.52,-2302.86,1158547.73,-2302.86,-2.79,,,,
NLONG17,2025-12-02,2134.83,2302.86,96.10,95.92,2134.83,0.18,1154921.52,-2302.86,1158547.73,-2302.86,-4.38,,,,
NLONG18,2025-12-02,550.41,2302.86,95.77,95.72,550.41,0.05,1154921.52,-2302.86,1158547.73,-2302.86,-4.71,,,,
NLONG19,2025-12-02,2956.94,2302.86,98.79,98.54,2956.94,0.26,1154921.52,-2302.86,1158547.73,-2302.86,-3.07,,,,
NLONG2,2025-12-02,825.61,2867.88,99.91,99.84,825.61,0.07,1154921.52,-2867.88,1158547.73,-2867.88,-1.84,,,,
NLONG20,2025-12-02,1559.36,2302.86,100.31,100.17,1559.36,0.14,1154921.52,-2302.86,1158547.73,-2302.86,-1.76,,,,
NLONG21,2025-12-02,2134.83,2302.86,96.04,95.86,2134.83,0.18,1154921.52,-2302.86,1158547.73,-2302.86,-4.22,,,,
NLONG22,2025-12-02,550.41,2302.86,94.91,94.86,550.41,0.05,1154921.52,-2302.86,1158547.73,-2302.86,-5.36,,,,
NLONG23,2025-12-02,2956.94,2302.86,97.32,97.07,2956.94,0.26,1154921.52,-2302.86,1158547.73,-2302.86,-3.09,,,,
NLONG24,2025-12-02,1559.36,2302.86,97.27,97.14,1559.36,0.14,1154921.52,-2302.86,1158547.73,-2302.86,-2.73,,,,
NLONG3,2025-12-02,4435.41,2134.85,97.55,97.18,4435.41,0.38,1154921.52,-2134.85,1158547.73,-2134.85,-3.51,,,,
NLONG4,2025-12-02,2339.04,2867.88,95.45,95.26,2339.04,0.20,1154921.52,-2867.88,1158547.73,-2867.88,-4.55,,,,
NLONG5,2025-12-02,3202.25,2134.85,104.70,104.41,3202.25,0.28,1154921.52,-2134.85,1158547.73,-2134.85,-0.72,,,,
NLONG6,2025-12-02,825.61,2867.88,99.71,99.64,825.61,0.07,1154921.52,-2867.88,1158547.73,-2867.88,-2.10,,,,
NLONG7,2025-12-02,4435.41,2134.85,98.38,98.00,4435.41,0.38,1154921.52,-2134.85,1158547.73,-2134.85,-4.23,,,,
NLONG8,2025-12-02,2339.04,2867.88,96.24,96.05,2339.04,0.20,1154921.52,-2867.88,1158547.73,-2867.88,-5.04,,,,
NLONG9,2025-12-02,3202.25,2134.85,102.68,102.40,3202.25,0.28,1154921.52,-2134.85,1158547.73,-2134.85,-1.26,,,,
SLONG1,2025-12-02,2938.13,1079.29,99.89,99.64,2938.13,0.25,1154921.52,-1079.29,1158547.73,-1079.29,-2.15,,,,
SLONG10,2025-12-02,807.23,1688.78,100.13,100.06,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.87,,,,
SLONG11,2025-12-02,2495.72,806.48,104.49,104.26,2495.72,0.22,1154921.52,-806.48,1158547.73,-806.48,-1.70,,,,
SLONG12,2025-12-02,1365.27,1688.78,99.93,99.81,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-4.05,,,,
SLONG13,2025-12-02,0.00,0.00,100.88,100.88,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-1.64,,,,
SLONG14,2025-12-02,807.23,1688.78,99.38,99.31,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.52,,,,
SLONG15,2025-12-02,0.00,0.00,103.15,103.15,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-2.40,,,,
SLONG16,2025-12-02,1365.27,1688.78,102.92,102.80,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-2.83,,,,
SLONG17,2025-12-02,0.00,0.00,100.49,100.49,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-0.96,,,,
SLONG18,2025-12-02,807.23,1688.78,99.22,99.15,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.03,,,,
SLONG19,2025-12-02,0.00,0.00,104.98,104.98,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-2.02,,,,
SLONG2,2025-12-02,807.23,1688.78,99.95,99.88,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.95,,,,
SLONG20,2025-12-02,1365.27,1688.78,103.25,103.13,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-2.44,,,,
SLONG21,2025-12-02,0.00,0.00,99.83,99.83,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-0.64,,,,
SLONG22,2025-12-02,807.23,1688.78,97.86,97.79,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.33,,,,
SLONG23,2025-12-02,0.00,0.00,100.09,100.09,0.00,0.00,1154921.52,0.00,1158547.73,0.00,-1.02,,,,
SLONG24,2025-12-02,1365.27,1688.78,98.58,98.46,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-2.93,,,,
SLONG3,2025-12-02,2904.25,1079.29,103.48,103.22,2904.25,0.25,1154921.52,-1079.29,1158547.73,-1079.29,-3.80,,,,
SLONG4,2025-12-02,1365.27,1688.78,99.94,99.82,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-4.00,,,,
SLONG5,2025-12-02,2938.13,1079.29,99.79,99.54,2938.13,0.25,1154921.52,-1079.29,1158547.73,-1079.29,-2.55,,,,
SLONG6,2025-12-02,807.23,1688.78,100.43,100.36,807.23,0.07,1154921.52,-1688.78,1158547.73,-1688.78,-2.35,,,,
SLONG7,2025-12-02,2904.25,1079.29,105.41,105.15,2904.25,0.25,1154921.52,-1079.29,1158547.73,-1079.29,-2.71,,,,
SLONG8,2025-12-02,1365.27,1688.78,99.45,99.33,1365.27,0.12,1154921.52,-1688.78,1158547.73,-1688.78,-4.37,,,,
SLONG9,2025-12-02,2938.13,1079.29,100.47,100.22,2938.13,0.25,1154921.52,-1079.29,1158547.73,-1079.29,-2.86,,,,
Large Cap Stock Holdings,2025-12-02,18698465.20,0.00,99.22,99.54,-59136.80,-0.32,18757602.00,18757602.00,18793318.40,-35716.40,-4.75,,,,
Liquidbees Stock Holdings,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Liquidcase Stock Holdings,2025-12-02,5696319.36,0.00,102.40,102.38,1020.48,0.02,5695298.88,5695298.88,5694788.64,510.24,0.00,,,,
Small Cap Stock Holdings,2025-12-02,26990316.00,0.00,98.36,97.94,114904.00,0.43,26875412.00,26875412.00,26847930.00,27482.00,-5.97,,,,
Debt Stock Holdings,2025-12-02,5696319.36,0.00,102.39,102.37,1020.48,0.02,5695298.88,5695298.88,5694788.64,510.24,0.00,,,,
Equity Stock Holdings,2025-12-02,45688781.20,0.00,98.60,98.48,55767.20,0.12,45633014.00,45633014.00,45641248.40,-8234.40,-5.58,,,,
Stock Holdings,2025-12-02,51385100.56,0.00,98.85,98.74,56787.68,0.11,51328312.88,51328312.88,51336037.04,-7724.16,-5.01,,,,
Miscellaneous P&L,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Tax,2025-12-02,-1851.99,1670.48,100.00,100.00,-1851.99,0.00,0.00,-1670.48,0.00,0.00,0.00,,,,
Equity Holdings Tax,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Intraday Tax,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
F&O Tax,2025-12-02,-1851.99,1670.48,100.00,100.00,-1851.99,0.00,0.00,-1670.48,0.00,0.00,0.00,,,,
MCX Tax,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Total Other Debits and Credits,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
Equity Other Debits and Credits,2025-12-02,0.00,0.00,100.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,
NPSAR,2025-12-02,3501938.04,8469.01,106.79,106.65,37173.47,0.13,27718116.57,3456295.56,27805145.64,-19347.65,-0.08,,,,
SPSAR,2025-12-02,3510572.22,22860.16,106.10,105.92,45807.65,0.17,27718116.57,3441904.41,27805145.64,-33738.80,-0.07,,,,
NLONG,2025-12-02,54011.55,57650.70,98.11,97.92,54011.55,0.19,27718116.48,-57650.70,27805145.52,-57650.70,-2.61,,,,
SLONG,2025-12-02,30153.61,26468.29,101.04,100.93,30153.61,0.11,27718116.48,-26468.29,27805145.52,-26468.29,-0.96,,,,
PSAR,2025-12-02,7012510.26,31329.17,106.45,106.29,82981.12,0.15,55436233.14,6898199.96,55610291.28,-53086.45,0.00,,,,
LONG,2025-12-02,84165.16,84118.99,98.59,98.44,84165.16,0.15,55436232.96,-84118.99,55610291.04,-84118.99,-1.92,,,,
Total Portfolio Value,2025-12-02,7094823.43,117118.64,104.55,104.24,165294.29,0.30,55436233.00,6812410.49,55610291.00,-138875.92,-0.08,,,,
Zerodha Total Portfolio,2025-12-02,55648431.48,0.00,103.42,103.01,222081.97,0.40,55426349.51,55426349.51,55572949.59,-146600.08,-1.45,,,,
NPSAR1,2025-12-03,185637.53,-524.87,102.74,103.25,-7647.64,-0.49,1546281.37,193810.04,1539895.37,1323.12,-1.60,,,,
NPSAR10,2025-12-03,444769.13,-5690.11,108.69,108.38,9877.50,0.28,3479133.06,440581.74,3464764.56,7486.17,-0.02,,,,
NPSAR11,2025-12-03,447615.40,-2817.66,108.46,108.06,12723.77,0.37,3479133.06,437709.29,3464764.56,4613.72,0.00,,,,
NPSAR12,2025-12-03,451415.66,-2817.66,109.02,108.50,16524.03,0.47,3479133.06,437709.29,3464764.56,4613.72,0.00,,,,
NPSAR13,2025-12-03,441652.42,-2817.66,107.58,107.37,6760.79,0.19,3479133.06,437709.29,3464764.56,4613.72,0.00,,,,
NPSAR2,2025-12-03,198223.92,9987.41,104.98,104.65,4938.75,0.32,1546281.37,183297.76,1539895.37,-9189.16,-0.52,,,,
NPSAR3,2025-12-03,198223.92,2046.94,105.32,104.98,4938.75,0.32,1546281.37,191238.23,1539895.37,-1248.69,-0.28,,,,
NPSAR4,2025-12-03,198223.92,-247.28,107.18,106.84,4938.75,0.32,1546281.37,193532.45,1539895.37,1045.53,-0.13,,,,
NPSAR5,2025-12-03,198223.92,-2103.58,106.37,106.03,4938.75,0.32,1546281.37,195388.75,1539895.37,2901.83,0.00,,,,
NPSAR6,2025-12-03,198223.92,-4958.56,105.87,105.53,4938.75,0.32,1546281.37,198243.73,1539895.37,5756.81,0.00,,,,
NPSAR7,2025-12-03,198223.92,-4958.56,105.31,104.97,4938.75,0.32,1546281.37,198243.73,1539895.37,5756.81,0.00,,,,
NPSAR8,2025-12-03,198223.92,-4958.56,105.48,105.14,4938.75,0.32,1546281.37,198243.73,1539895.37,5756.81,0.00,,,,
NPSAR9,2025-12-03,198223.92,-2944.83,108.33,107.99,4938.75,0.32,1546281.37,196230.00,1539895.37,3743.08,0.00,,,,
SPSAR1,2025-12-03,191368.17,3621.25,104.44,104.57,-1917.00,-0.12,1546281.37,189663.92,1539895.37,-2823.00,-0.35,,,,
SPSAR10,2025-12-03,437091.49,-7113.94,108.07,108.00,2199.86,0.06,3479133.06,442005.57,3464764.56,8910.00,-0.37,,,,
SPSAR11,2025-12-03,439559.31,-7113.94,104.89,104.75,4667.68,0.13,3479133.06,442005.57,3464764.56,8910.00,-0.12,,,,
SPSAR12,2025-12-03,440504.28,-7113.94,108.07,107.90,5612.65,0.16,3479133.06,442005.57,3464764.56,8910.00,0.00,,,,
SPSAR13,2025-12-03,431642.01,-8997.94,108.03,108.13,-3249.62,-0.09,3479133.06,443889.57,3464764.56,10794.00,-0.38,,,,
SPSAR2,2025-12-03,197199.17,5853.58,103.95,103.69,3914.00,0.25,1546281.37,187431.59,1539895.37,-5055.33,-1.17,,,,
SPSAR3,2025-12-03,196922.17,3048.66,104.85,104.60,3637.00,0.24,1546281.37,190236.51,1539895.37,-2250.41,-0.59,,,,
SPSAR4,2025-12-03,196590.17,2826.74,108.63,108.40,3305.00,0.21,1546281.37,190458.43,1539895.37,-2028.49,-0.11,,,,
SPSAR5,2025-12-03,196186.17,-1099.19,105.97,105.77,2901.00,0.19,1546281.37,194384.36,1539895.37,1897.44,0.00,,,,
SPSAR6,2025-12-03,196186.17,-1099.19,106.19,105.99,2901.00,0.19,1546281.37,194384.36,1539895.37,1897.44,0.00,,,,
SPSAR7,2025-12-03,195809.17,-5053.75,104.48,104.31,2524.00,0.16,1546281.37,198338.92,1539895.37,5852.00,0.00,,,,
SPSAR8,2025-12-03,195432.17,-4598.75,103.05,102.91,2147.00,0.14,1546281.37,197883.92,1539895.37,5397.00,-0.12,,,,
SPSAR9,2025-12-03,195432.17,-4598.75,105.10,104.95,2147.00,0.14,1546281.37,197883.92,1539895.37,5397.00,0.00,,,,
NLONG1,2025-12-03,-2909.53,-3202.25,102.82,103.08,-2909.53,-0.25,1159711.02,3202.25,1154921.52,3202.25,-0.89,,,,
NLONG10,2025-12-03,0.00,-825.61,98.62,98.62,0.00,0.00,1159711.02,825.61,1154921.52,825.61,-4.29,,,,
NLONG11,2025-12-03,-2440.17,-4435.41,97.63,97.84,-2440.17,-0.21,1159711.02,4435.41,1154921.52,4435.41,-3.57,,,,
